id,raw_context,entity
14301,3、如果事件A与B互斥，那么事件A+B发生(即A、B中恰有一个发生)的概率，等于事件A、B分别发生的概率的和，即P(A+B)=P(A)+P(B)，此公式可以由特殊情形中的既是互斥事件又是等可能性事件推导得到。,"事件,概率,互斥事件,等可能性"
14302,后者是针对有没有影响，即两个相互独立事件是指一个事件发生对另一个事件发生的概率没有影响(注意：不是一个事件发生对另一个事件发生没有影响)。,"独立事件,事件,概率"
14303,第三，概率公式不同，若A与B为互斥事件，则有概率加法公式P(A+B)=P(A)+P(B)，若A与B不为互斥事件，则有公式P(A+B)=P(A)+P(B)-P(AB)。,"概率,互斥事件,加法公式"
14304,若A与B为相互独立事件，则有概率乘法公式P(AB)=p(A)P(B)。,"独立事件,概率,乘法公式"
14305,将较复杂事件表示为若干两两互斥事件的和，利用概率加法公式计算互斥事件和的概率，或当一事件的对立事件的概率易求时，将该事件概率的计算转化为对立事件的概率，简化计算。,"事件,两两互斥事件,概率,加法公式,互斥事件,对立事件"
14306,第三，概率公式不同，若A与B为互斥事件，则有概率加法公式P(A+B)=P(A)+P(B)，若A与B不为互斥事件，则有公式P(A+B)=P(A)+P(B)-P(AB)。,"概率,互斥事件,加法公式"
14307,若A与B为相互独立事件，则有概率乘法公式P(AB)=p(A)P(B) 。,"独立事件,概率,乘法公式"
14308,幂函数是形如y=xa的函数，a可以是自然数、有理数，也可以是任意实数或复数 。,"幂函数,函数,自然数,有理数,实数,复数"
14309,而整数和分数统称有理数，小数分为有限小数，无限循环小数，无限不循环小数（即无理数），其中有限小数和无限循环小数均能化为分数，所以小数即为分数和无理数的集合，加上整数，即为整数-分数-无理数，也就是有理数-无理数，即实数。,"整数,分数,有理数,小数,有限小数,循环小数,无理数,集合,实数"
14310,过反比例函数图象一点，作任一坐标轴的垂线，并连接原点，围成的三角形的面积为。,"反比例函数,坐标,垂线,原点,三角形,面积"
14311,（1）去分母：根据不等式的性质2和3，把不等式的两边同时乘以各分母的最小公倍数，得到整数系数的小等式。,"分母,不等式,乘以,最小公倍数,整数,系数,等式"
14312,小结：一般解一元二次方程，最常用的方法还是因式分解法，在应用因式分解法时，一般要先将方程写成一般形式，同时应使二次项系数化为正数。,"一般解,一元二次方程,因式分解法,方程,二次项系数,正数"
14313,交点式：（a≠0）[仅限于与x轴有交点A（x1，0）和B（x2，0）的抛物线]。,"x轴,抛物线"
14314,交点式：y=a(x-x1)(x-x2)[仅限于与x轴有交点A（x1，0）和B（x2，0）的抛物线]。,"x轴,抛物线"
14315,交点式是抛物线的一种数学表达形式，即用抛物线与x轴的两个交点来表示抛物线的函数形式。,"抛物线,x轴,函数"
14316,交点式为（仅限于与x轴有交点的抛物线）。,"x轴,抛物线"
14317,二次函数与x轴交点图像交点式：y=a(x-x1)(x-x2)[仅限于与x轴有交点A（x1，0）和B（x2，0）的抛物线。,"二次函数,x轴,抛物线"
14318,方差方差是实际值与期望值之差平方的平均值，而标准差是方差算术平方根。,"方差,期望值,平方,平均值,标准差,算术平方根"
14319,一个正态分布的总体，抽取n个作为样本，可以得到样本平均值，用样本均值估计总体均值需要考虑样本均值的方差或标准差（也就是标准误） 。,"正态分布,样本,平均值,方差,标准差"
14320,由于离均差的平方和与样本个数有关，只能反应相同样本的离散度，而实际工作中做比较很难做到相同的样本，因此为了消除样本个数的影响，增加可比性，将离均差的平方和求平均值，这就是我们所说的方差成了评价离散度的较好指标。,"离均差,平方和,样本,平均值,方差"
14321,直接取样本数据的方差给出平均偏差的平均值： 。,"样本,方差,平均偏差,平均值"
14322,标准差就是样本平均数方差的开平方，标准差通常是相对于样本数据的平均值而定的，通常用M±SD来表示，表示样本某个数据观察值相距平均值有多远。,"标准差,样本平均数,方差,平方,样本,平均值"
14323,黎曼发现素数出现的频率与黎曼ζ函数紧密相关。,"素数,频率,函数"
14324,且未知数在分母上，那么这个方程就是分式方程，不是一元二次方程，方程中如果有根号，且未知数在根号内，那么这个方程也不是一元二次方程（是无理方程）。,"未知数,分母,方程,分式方程,一元二次方程,根号,无理方程"
14325,一元二次方程是整式方程，即等号两边都是整式，方程中如果有分母。,"一元二次方程,整式方程,整式,方程,分母"
14326,且未知数在分母上，那么这个方程就是分式方程，不是一元二次方程，方程中如果有根号，且未知数在根号内，那么这个方程也不是一元二次方程(是无理方程)。,"未知数,分母,方程,分式方程,一元二次方程,根号,无理方程"
14327,含有一个未知数，并且未知数的最高次数是2的整式方程，这样的方程叫做一元二次方程。,"未知数,整式方程,方程,一元二次方程"
14328,小数分为有限小数，无限循环小数，无限不循环小数(即无理数)，其中有限小数和无限循环小数均能化为分数，所以小数即为分数和无理数的集合。,"小数,有限小数,循环小数,无理数,分数,集合"
14329,而整数和分数统称有理数，小数分为有限小数，无限循环小数，无限不循环小数（即无理数），其中有限小数和无限循环小数均能化为分数，所以小数即为分数和无理数的集合，加上整数，即为整数-分数-无理数，也就是有理数-无理数，即实数。,"整数,分数,有理数,小数,有限小数,循环小数,无理数,集合,实数"
14330,二次函数图像将是由y=a*x^2平移得到的。,"二次函数,平移"
14331,如果所画图形准确无误，那么二次函数图像将是由平移得到的。,"二次函数,平移"
14332,注意：与点在平面直角坐标系中的平移不同，二次函数平移后的顶点式中，h>0时，h越大，图像的对称轴离y轴越远，且在x轴正方向上，不能因h前是负号就简单地认为是向左平移。,"平面直角坐标系,平移,二次函数,对称轴,y轴,x轴,正方向"
14333,（7）函数具有无限多的局部最大值和最小值，但没有全局最大值或最小值。,"函数,最大值,最小值"
14334,当时，函数取到最小值。,"函数,最小值"
14335,（8）在闭合区间（段）[-4，2]上定义的函数在处具有局部最大值，处的局部最小值，x=2处的全局最大值，x=-4处的全局最小值。,"区间,函数,最大值,最小值"
14336,请注意，此函数没有全局最大值或最小值。,"函数,最大值,最小值"
14337,（2）函数没有全局最小值或最大值。,"函数,最小值,最大值"
14338,当a>0时，函数在x=h处取得最小值=k，在x<h范围内是减函数，在x>h范围内是增函数（即y随x的变大而变大），二次函数图像的开口向上，函数的值域是y>k。,"函数,最小值,减函数,增函数,二次函数,值域"
14339,类似地，对于X中的所有x，如果，那么就是全局（或绝对）最小点，则最大点处的函数值称为函数的最大值，最小点处的函数值被称为函数的最小值。,"函数值,函数,最大值,最小值"
14340,若a>0，那么该函数在坐标平面内对应的抛物线开口向上，函数具有最小值。,"函数,坐标平面,抛物线,最小值"
14341,皮埃尔·费马特是第一位提出函数的最大值和最小值的数学家之一。,"函数,最大值,最小值"
14342,当a>0时，函数在处取得最小值。,"函数,最小值"
14343,在上是减函数，在上是增函数。,"减函数,增函数"
14344,函数的值域是相反不变。,"函数,值域"
14345,如果函数在闭合间隔上是连续的，则通过最值定理存在全局最大值和最小值。,"函数,最值,最大值,最小值"
14346,例如，如果在实线上的闭合间隔上定义的有界可微分函数f具有单个临界点（这是局部最小值），则它也是全局最小值（使用中间值定理和Rolle定理来证明这一点））。,"有界,可微,函数,临界点,最小值"
14347,（1）函数在x=0时具有唯一的全局最小值。,"函数,最小值"
14348,在数学分析中，在给定范围内（相对极值）或函数的整个域（全局或绝对极值），函数的最大值和最小值被统称为极值（极数）。,"数学分析,极值,函数,最大值,最小值"
14349,当时，函数在处取得最小值。,"函数,最小值"
14350,在上是减函数，在上是增函数。,"减函数,增函数"
14351,两个数a和b的平方之差，就是他们的平方差平方公式利用平方差公式可以分解因式。,"平方,平方差,平方差公式,分解因式"
14352,随机变量x是定义于Ω上的函数，即对每一基本事件ω∈Ω，有一数值x(ω)与之对应。,"随机变量,函数,基本事件"
14353,根据这样的直观想法，利用概率论公理化的语言，取实数值的随机变量的数学定义可确切地表述如下：概率空间(Ω，F，p)上的随机变量x是定义于Ω上的实值可测函数，即对任意ω∈Ω，X(ω)为实数，且对任意实数x，使X(ω)≤x的一切ω组成的Ω的子集{ω:X(ω)≤x}是事件，也即是F中的元素。,"概率,实数,随机变量,函数,子集,事件,元素"
